key,value
ae53f8ba6761b64a174051da817785bc,0.10946196660482375
44230324724c84f122ac62a5f0918314,0.27319004524886875
8d2127290c94bd41b82a2938734bc750,0.3395176252319109
48ec4e6c52f418d5ca4ef510ba473ea0,0.4660633484162896
e816ff284dc3f965b8f3d605a3b91bae,0.0037105751391465678
ed95dff5440fadf3042b5acacea81eed,0.0
616281dee946056b071699476fdee9ec,0.3388009049773756
e814950408915f43de2b079dce7c21c5,0.43891402714932126
2ad626904c8b28cceb8e12c624a84240,0.19109461966604824
bd45fe7dba52aa2cd00ba80ff107d05b,0.0
766802a8fda500d7945950de7398c9c6,0.48886827458256027
99104de2626f67c1fa2ce70504970c3f,0.3263574660633484
42e0d7167f04a4ff958c6442da0e6851,0.3654916512059369
c5dd5b2e3b975f0849d9b74e74125cb9,0.4322820037105751
5db9c1c8184510fee8161e7fafdc9c49,0.11131725417439703
f4a5ca938177c407a9dab5412e39498f,0.2912801484230056
1b37fed4823f31ccbf03515f4b9fe438,0.02828054298642534
c10b49616a2f4a23607dc1a8be4fde9f,0.3293135435992579
d00d552bc4e50f63f9397a74514519ba,0.02319004524886878
dd1da128c27db468d95b99b583f8a57d,0.011131725417439703
4ef3dae16c436459ff05156abca5cebd,0.25509049773755654
618f6d58ab2881152607c2a6e057bc51,0.3070500927643785
902362537ff2a39c0c0cfb82ab0adac2,0.04807692307692308
e59b921ab3da55f632bc748beb12805a,0.0
4413c19cf092bda39332d7833c90bfe6,0.16233031674208145
bf6ed471f8425903310f08548a206905,0.0
5cce6ffa455e6372d9de0de400482ab6,0.21323529411764705
4dd3d6a51dc97c651d3a86eec4362a1f,0.14875565610859728
7027df5d9c51192f3527ac8c74b4d08d,0.0
d81d912f81fa43178f423aa89a713e96,0.31334841628959276
255fe2a8be0ed5c06dd99969ab4fea55,0.10701986754966887
94e99d76e87ee926faab66d382b3a955,0.016158940397350992
ad1c818605d80c2d6aeabf60426e94a9,0.002290950744558992
52c6125836c465f4ac5232121dacb49d,0.2185430463576159
ff59dc439c6c323320bc355afe884fcb,0.24980132450331125
7dfbb5980c066844384ba7424aceae47,0.4066437571592211
3626b893fc73a5cbd67d1ea48a5c7039,0.503046357615894
0b978fcfa7f2ec839c563a755e345ff8,0.11894039735099338
bfef77a3e57907855444410d490e7bfd,0.09377483443708609
7ad61d685fab533836df6c4605db1ac2,0.0
1a6703883f8f47bb4daf09c03be3bda2,0.3480794701986755
ff52c317e26534ae1679da3c917e9fec,0.4639175257731959
25b9943b95a816346c06eae76c78a593,0.0
ef232aca3c330ff4f84215374638d026,0.016609392898052692
31598ba01a3fff03ed0a87d7dea11dfe,0.47549668874172185
11beb0ae23e6425510297a31fa21881e,0.42668957617411224
1177a5cdd245dc40c6c39bac4df89ce3,0.009736540664375716
6ad10958a1d4920dccb1daec39bebd6b,0.3774341351660939
83c15c0962941640faab838a8f6f151d,0.4736540664375716
a1591595c04d12e88e3cb427fb667618,0.4937748344370861
