,Game_ID,Player_ID,OffRtg,DefRtg
0,ff42c1cba89fd3f3a7a6711a11d5576d,ae53f8ba6761b64a174051da817785bc,24.137931034482758,41.37931034482759
0,e08f26c110e19f7afa4cbe5aed43be4a,ae53f8ba6761b64a174051da817785bc,74.57627118644068,59.32203389830508
0,d508da19217d10b9a4566ef06184b4fd,ae53f8ba6761b64a174051da817785bc,36.36363636363637,72.72727272727273
0,b2b580f1d233c5b3d115028275714306,ae53f8ba6761b64a174051da817785bc,61.53846153846154,57.692307692307686
0,096e231adad0be6ab1cc89cce56847f8,ae53f8ba6761b64a174051da817785bc,71.73913043478261,58.69565217391305
0,006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,40.0,53.333333333333336
0,ff42c1cba89fd3f3a7a6711a11d5576d,44230324724c84f122ac62a5f0918314,49.36708860759494,50.63291139240506
0,e08f26c110e19f7afa4cbe5aed43be4a,44230324724c84f122ac62a5f0918314,68.67469879518072,67.46987951807229
0,d508da19217d10b9a4566ef06184b4fd,44230324724c84f122ac62a5f0918314,53.75,56.25
0,d2bc9ecd1c1dca587901bcc901896076,44230324724c84f122ac62a5f0918314,54.666666666666664,54.666666666666664
0,c92a96dcef0009c7d3583cd2e603099c,44230324724c84f122ac62a5f0918314,60.0,76.0
0,b2b580f1d233c5b3d115028275714306,44230324724c84f122ac62a5f0918314,61.627906976744185,48.837209302325576
0,72deb55b6e864b5d58cd2900bf4079b4,44230324724c84f122ac62a5f0918314,55.91397849462365,72.04301075268818
0,5a2bb80caeb8ee7d84bca860e2c38249,44230324724c84f122ac62a5f0918314,62.601626016260155,57.72357723577236
0,096e231adad0be6ab1cc89cce56847f8,44230324724c84f122ac62a5f0918314,41.86046511627907,65.11627906976744
0,006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,55.88235294117647,47.05882352941176
0,ff42c1cba89fd3f3a7a6711a11d5576d,8d2127290c94bd41b82a2938734bc750,61.94690265486725,49.557522123893804
0,e08f26c110e19f7afa4cbe5aed43be4a,8d2127290c94bd41b82a2938734bc750,59.61538461538461,71.15384615384616
0,d508da19217d10b9a4566ef06184b4fd,8d2127290c94bd41b82a2938734bc750,59.25925925925925,64.81481481481481
0,b2b580f1d233c5b3d115028275714306,8d2127290c94bd41b82a2938734bc750,52.59259259259259,57.77777777777777
0,096e231adad0be6ab1cc89cce56847f8,8d2127290c94bd41b82a2938734bc750,66.01941747572816,54.36893203883495
0,006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,58.71559633027523,66.05504587155964
0,ff42c1cba89fd3f3a7a6711a11d5576d,48ec4e6c52f418d5ca4ef510ba473ea0,50.32258064516129,56.12903225806451
0,e08f26c110e19f7afa4cbe5aed43be4a,48ec4e6c52f418d5ca4ef510ba473ea0,68.18181818181817,51.298701298701296
0,d508da19217d10b9a4566ef06184b4fd,48ec4e6c52f418d5ca4ef510ba473ea0,62.585034013605444,57.14285714285714
0,d2bc9ecd1c1dca587901bcc901896076,48ec4e6c52f418d5ca4ef510ba473ea0,62.5,61.111111111111114
0,c92a96dcef0009c7d3583cd2e603099c,48ec4e6c52f418d5ca4ef510ba473ea0,58.64661654135338,72.18045112781954
0,b2b580f1d233c5b3d115028275714306,48ec4e6c52f418d5ca4ef510ba473ea0,56.86274509803921,49.673202614379086
0,72deb55b6e864b5d58cd2900bf4079b4,48ec4e6c52f418d5ca4ef510ba473ea0,53.44827586206896,73.27586206896551
0,5a2bb80caeb8ee7d84bca860e2c38249,48ec4e6c52f418d5ca4ef510ba473ea0,57.324840764331206,61.146496815286625
0,096e231adad0be6ab1cc89cce56847f8,48ec4e6c52f418d5ca4ef510ba473ea0,58.27338129496403,61.15107913669065
0,006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,56.14035087719298,56.14035087719298
0,096e231adad0be6ab1cc89cce56847f8,e816ff284dc3f965b8f3d605a3b91bae,50.0,62.5
0,ff42c1cba89fd3f3a7a6711a11d5576d,616281dee946056b071699476fdee9ec,51.42857142857142,59.285714285714285
0,e08f26c110e19f7afa4cbe5aed43be4a,616281dee946056b071699476fdee9ec,70.8029197080292,45.98540145985402
0,d508da19217d10b9a4566ef06184b4fd,616281dee946056b071699476fdee9ec,57.692307692307686,57.692307692307686
0,d2bc9ecd1c1dca587901bcc901896076,616281dee946056b071699476fdee9ec,69.0721649484536,61.855670103092784
0,c92a96dcef0009c7d3583cd2e603099c,616281dee946056b071699476fdee9ec,44.0,64.0
0,b2b580f1d233c5b3d115028275714306,616281dee946056b071699476fdee9ec,53.2608695652174,57.608695652173914
0,72deb55b6e864b5d58cd2900bf4079b4,616281dee946056b071699476fdee9ec,52.17391304347826,69.56521739130434
0,5a2bb80caeb8ee7d84bca860e2c38249,616281dee946056b071699476fdee9ec,66.66666666666666,63.63636363636363
0,096e231adad0be6ab1cc89cce56847f8,616281dee946056b071699476fdee9ec,58.82352941176471,63.86554621848739
0,006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,56.79012345679012,65.4320987654321
0,ff42c1cba89fd3f3a7a6711a11d5576d,e814950408915f43de2b079dce7c21c5,51.92307692307693,59.61538461538461
0,e08f26c110e19f7afa4cbe5aed43be4a,e814950408915f43de2b079dce7c21c5,68.9873417721519,53.16455696202531
0,d508da19217d10b9a4566ef06184b4fd,e814950408915f43de2b079dce7c21c5,56.94444444444444,52.77777777777778
0,d2bc9ecd1c1dca587901bcc901896076,e814950408915f43de2b079dce7c21c5,61.97183098591549,61.97183098591549
0,c92a96dcef0009c7d3583cd2e603099c,e814950408915f43de2b079dce7c21c5,53.284671532846716,69.34306569343066
0,b2b580f1d233c5b3d115028275714306,e814950408915f43de2b079dce7c21c5,57.14285714285714,48.701298701298704
0,72deb55b6e864b5d58cd2900bf4079b4,e814950408915f43de2b079dce7c21c5,50.79365079365079,73.80952380952381
0,5a2bb80caeb8ee7d84bca860e2c38249,e814950408915f43de2b079dce7c21c5,38.73873873873874,59.45945945945946
0,096e231adad0be6ab1cc89cce56847f8,e814950408915f43de2b079dce7c21c5,55.55555555555556,67.36111111111111
0,006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,54.23728813559322,61.016949152542374
0,ff42c1cba89fd3f3a7a6711a11d5576d,2ad626904c8b28cceb8e12c624a84240,37.5,51.78571428571429
0,e08f26c110e19f7afa4cbe5aed43be4a,2ad626904c8b28cceb8e12c624a84240,65.60000000000001,59.199999999999996
0,b2b580f1d233c5b3d115028275714306,2ad626904c8b28cceb8e12c624a84240,66.0,64.0
0,096e231adad0be6ab1cc89cce56847f8,2ad626904c8b28cceb8e12c624a84240,61.29032258064516,50.0
0,006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,44.776119402985074,64.17910447761194
0,ff42c1cba89fd3f3a7a6711a11d5576d,766802a8fda500d7945950de7398c9c6,59.77011494252874,54.59770114942529
0,e08f26c110e19f7afa4cbe5aed43be4a,766802a8fda500d7945950de7398c9c6,55.970149253731336,67.16417910447761
0,d508da19217d10b9a4566ef06184b4fd,766802a8fda500d7945950de7398c9c6,57.41935483870968,56.12903225806451
0,b2b580f1d233c5b3d115028275714306,766802a8fda500d7945950de7398c9c6,51.445086705202314,56.06936416184971
0,096e231adad0be6ab1cc89cce56847f8,766802a8fda500d7945950de7398c9c6,64.08450704225352,55.633802816901415
0,006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,56.42857142857143,58.57142857142858
0,ff42c1cba89fd3f3a7a6711a11d5576d,99104de2626f67c1fa2ce70504970c3f,54.41176470588235,61.76470588235294
0,e08f26c110e19f7afa4cbe5aed43be4a,99104de2626f67c1fa2ce70504970c3f,70.75471698113208,47.16981132075472
0,d508da19217d10b9a4566ef06184b4fd,99104de2626f67c1fa2ce70504970c3f,61.05263157894737,57.89473684210527
0,d2bc9ecd1c1dca587901bcc901896076,99104de2626f67c1fa2ce70504970c3f,55.46875,57.8125
0,c92a96dcef0009c7d3583cd2e603099c,99104de2626f67c1fa2ce70504970c3f,59.43396226415094,69.81132075471697
0,b2b580f1d233c5b3d115028275714306,99104de2626f67c1fa2ce70504970c3f,56.81818181818182,43.93939393939394
0,72deb55b6e864b5d58cd2900bf4079b4,99104de2626f67c1fa2ce70504970c3f,60.0,70.0
0,5a2bb80caeb8ee7d84bca860e2c38249,99104de2626f67c1fa2ce70504970c3f,46.25,50.0
0,096e231adad0be6ab1cc89cce56847f8,99104de2626f67c1fa2ce70504970c3f,63.26530612244898,65.3061224489796
0,006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,56.75675675675676,51.35135135135135
0,ff42c1cba89fd3f3a7a6711a11d5576d,42e0d7167f04a4ff958c6442da0e6851,61.29032258064516,48.38709677419355
0,e08f26c110e19f7afa4cbe5aed43be4a,42e0d7167f04a4ff958c6442da0e6851,47.58064516129033,70.96774193548387
0,d508da19217d10b9a4566ef06184b4fd,42e0d7167f04a4ff958c6442da0e6851,51.31578947368421,59.210526315789465
0,b2b580f1d233c5b3d115028275714306,42e0d7167f04a4ff958c6442da0e6851,50.877192982456144,54.385964912280706
0,096e231adad0be6ab1cc89cce56847f8,42e0d7167f04a4ff958c6442da0e6851,67.6923076923077,60.0
0,006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,59.541984732824424,59.541984732824424
0,ff42c1cba89fd3f3a7a6711a11d5576d,c5dd5b2e3b975f0849d9b74e74125cb9,56.15384615384615,52.307692307692314
0,e08f26c110e19f7afa4cbe5aed43be4a,c5dd5b2e3b975f0849d9b74e74125cb9,44.95412844036697,75.22935779816514
0,d508da19217d10b9a4566ef06184b4fd,c5dd5b2e3b975f0849d9b74e74125cb9,55.90062111801242,63.35403726708074
0,b2b580f1d233c5b3d115028275714306,c5dd5b2e3b975f0849d9b74e74125cb9,46.97986577181208,56.375838926174495
0,096e231adad0be6ab1cc89cce56847f8,c5dd5b2e3b975f0849d9b74e74125cb9,66.45161290322581,54.19354838709678
0,006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,54.19354838709678,61.29032258064516
0,ff42c1cba89fd3f3a7a6711a11d5576d,5db9c1c8184510fee8161e7fafdc9c49,23.809523809523807,52.38095238095239
0,e08f26c110e19f7afa4cbe5aed43be4a,5db9c1c8184510fee8161e7fafdc9c49,70.6896551724138,50.0
0,d508da19217d10b9a4566ef06184b4fd,5db9c1c8184510fee8161e7fafdc9c49,49.01960784313725,56.86274509803921
0,b2b580f1d233c5b3d115028275714306,5db9c1c8184510fee8161e7fafdc9c49,69.23076923076923,84.61538461538461
0,096e231adad0be6ab1cc89cce56847f8,5db9c1c8184510fee8161e7fafdc9c49,57.14285714285714,57.14285714285714
